name,host_name,host_is_superhost,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,room_type,accommodates,beds,price,review_scores_rating
Rental unit in Madrid · ★4.78 · 4 bedrooms · 5 beds · 2 baths,Juan,,Embajadores,Centro,40.409996,-3.708204,Casa entera,10,5.0,$360.00,4.78
Rental unit in Madrid · ★5.0 · 3 bedrooms · 3 beds · 2 baths,Alvaro,t,Justicia,Centro,40.424725,-3.696322,Casa entera,5,3.0,$291.00,5.0
Rental unit in Madrid · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,Awilda,f,Valdezarza,Moncloa - Aravaca,40.46459,-3.71994,Habitación privada,2,1.0,$20.00,4.78
Condo in Madrid · ★4.33 · 1 bedroom · 1 bed · 1 bath,Javier,f,Almagro,Chamberí,40.43486,-3.69727,Casa entera,2,1.0,$90.00,4.33
Rental unit in Madrid · ★4.73 · 2 bedrooms · 4 beds · 1 bath,Roni,t,San Isidro,Carabanchel,40.3976,-3.72027,Casa entera,6,4.0,$119.00,4.73
casa particular in Madrid · 1 bedroom · 1 bed · 1 shared bath,Vickye,f,Embajadores,Centro,40.40903,-3.69922,Habitación privada,2,1.0,$50.00,
Rental unit in Madrid · 1 bedroom · 2 beds · 1 bath,Teresa,f,Jerónimos,Retiro,40.414124,-3.690256,Casa entera,4,2.0,$171.00,
Rental unit in Madrid · ★4.45 · 1 bedroom · 2 beds · 1 bath,Marta Y Dani,f,Embajadores,Centro,40.41084,-3.70716,Casa entera,3,2.0,$106.00,4.45
Rental unit in Madrid · 2 bedrooms · 2 beds · 2 baths,My Mad Madrid,f,Trafalgar,Chamberí,40.43153,-3.69821,Casa entera,4,2.0,$64.00,5.0
Vacation home in Madrid · ★4.53 · 3 bedrooms · 5 beds · 2 baths,Amalia,f,Embajadores,Centro,40.41214,-3.70315,Casa entera,8,5.0,$350.00,4.53
Rental unit in Madrid · ★5.0 · 3 bedrooms · 3 beds · 1.5 baths,Hildemaro,f,San Diego,Puente de Vallecas,40.38922,-3.66902,Casa entera,6,3.0,$10.00,5.0
Loft in Madrid · ★4.40 · 1 bedroom · 2 beds · 1 bath,Neida,f,Palacio,Centro,40.420189,-3.708387,Casa entera,3,2.0,$99.00,4.4
Condo in Madrid · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,Anthony,f,Canillas,Hortaleza,40.46776,-3.63224,Habitación privada,1,1.0,$21.00,4.88
Condo in Madrid · ★5.0 · 1 bedroom · 2 beds · 1.5 shared baths,Carmen,t,Rios Rosas,Chamberí,40.44029,-3.6958,Habitación privada,2,2.0,$49.00,5.0
Hostel in Madrid · ★4.80 · 1 bedroom · 1 bed · 1 private bath,Emba Room,t,Chopera,Arganzuela,40.39928,-3.70067,Habitación privada,2,1.0,$63.00,4.8
Rental unit in Madrid · ★4.92 · 1 bedroom · 1 bed · 1 bath,Paulo,f,Sol,Centro,40.41955,-3.70319,Casa entera,3,1.0,$110.00,4.92
Rental unit in Madrid · ★4.0 · 1 bedroom · 2 shared baths,Jose,f,San Isidro,Carabanchel,40.39056,-3.73203,Habitación privada,2,,$60.00,4.0
Rental unit in Madrid · ★4.77 · 1 bedroom · 1 bed · 1.5 baths,Daniel,t,Universidad,Centro,40.42654,-3.70193,Habitación privada,2,1.0,$41.00,4.77
Rental unit in Madrid · ★4.74 · 1 bedroom · 1 bed · 1 shared bath,Daniel,t,Justicia,Centro,40.42813,-3.70192,Habitación privada,2,1.0,$39.00,4.74
Rental unit in Madrid · ★4.87 · 1 bedroom · 1 bed · 1 bath,Margarita Norma,t,Palos de Moguer,Arganzuela,40.40554,-3.69575,Casa entera,2,1.0,$82.00,4.87
Rental unit in Madrid · ★4.88 · Studio · 1 bed · 1 bath,Eva,f,Sol,Centro,40.417179,-3.702779,Casa entera,3,1.0,$106.00,4.88
Rental unit in Madrid · ★4.67 · 2 bedrooms · 4 beds · 2 baths,MIT House,f,Comillas,Carabanchel,40.39632,-3.71252,Casa entera,6,4.0,$343.00,4.67
Rental unit in Madrid · ★4.78 · 2 bedrooms · 2 beds · 1 bath,Emilio,f,Palacio,Centro,40.41158,-3.71294,Casa entera,4,2.0,$141.00,4.78
Rental unit in Madrid · ★4.57 · 2 bedrooms · 4 beds · 2 baths,MIT House,f,Comillas,Carabanchel,40.39502,-3.71074,Casa entera,6,4.0,$279.00,4.57
Bed and breakfast in Madrid · 1 bedroom · 1 bed · 1 shared bath,Bed Madrid,f,Justicia,Centro,40.42584,-3.69964,Habitación compartida,1,1.0,$118.00,3.5
Rental unit in Madrid · ★4.57 · 2 bedrooms · 4 beds · 2 baths,MIT House,f,Comillas,Carabanchel,40.39681,-3.71212,Casa entera,6,4.0,$348.00,4.57
Rental unit in Madrid · ★4.43 · 2 bedrooms · 3 beds · 2 baths,Emilio,f,Palacio,Centro,40.42155,-3.71014,Casa entera,4,3.0,$206.00,4.43
Rental unit in Madrid · ★4.73 · 2 bedrooms · 4 beds · 2 baths,MIT House,f,Comillas,Carabanchel,40.39628,-3.71045,Casa entera,6,4.0,$348.00,4.73
Rental unit in Madrid · ★4.57 · 1 bedroom · 1 bed · 2 baths,Emilio,f,Palacio,Centro,40.41312,-3.71299,Casa entera,2,1.0,$125.00,4.57
Rental unit in Madrid · ★4.50 · 2 bedrooms · 4 beds · 2 baths,MIT House,f,Comillas,Carabanchel,40.39535,-3.71031,Casa entera,6,4.0,$341.00,4.5
Hotel in Madrid · 1 bedroom · 0 shared baths,Bed Madrid,f,Justicia,Centro,40.42576,-3.70029,Habitación compartida,2,,$76.00,
Bed and breakfast in Madrid · ★3.71 · 1 bedroom · 2 beds · 4 shared baths,Bed Madrid,f,Justicia,Centro,40.42426,-3.69962,Habitación privada,2,2.0,$251.00,3.71
Rental unit in Madrid · ★4.86 · 2 bedrooms · 4 beds · 2 baths,MIT House,f,Comillas,Carabanchel,40.39638,-3.71055,Casa entera,6,4.0,$163.00,4.86
Rental unit in Madrid · ★4.67 · 2 bedrooms · 4 beds · 2 baths,MIT House,f,Comillas,Carabanchel,40.39521,-3.71024,Casa entera,6,4.0,$368.00,4.67
Rental unit in Madrid · ★4.20 · 2 bedrooms · 3 beds · 1 bath,Emilio,f,Palos de Moguer,Arganzuela,40.40735,-3.69314,Casa entera,4,3.0,$131.00,4.2
Rental unit in Madrid · ★4.78 · 2 bedrooms · 4 beds · 2 baths,MIT House,f,Comillas,Carabanchel,40.39515,-3.71056,Casa entera,6,4.0,$347.00,4.78
Rental unit in Madrid · ★4.86 · 1 bedroom · 3 beds · 1 bath,Emilio,f,Embajadores,Centro,40.40797,-3.70346,Casa entera,4,3.0,$142.00,4.86
Rental unit in Madrid · ★4.65 · Studio · 1 bed · 1 bath,Javier,f,Justicia,Centro,40.42181,-3.69884,Casa entera,2,1.0,$80.00,4.65
Rental unit in Madrid · 1 bedroom · 2 beds · 1 bath,Fran Y Marta,t,Valverde,Fuencarral - El Pardo,40.50111,-3.67101,Casa entera,2,2.0,$87.00,5.0
Rental unit in Madrid · ★4.57 · 3 bedrooms · 5 beds · 2 baths,Emilio,f,Justicia,Centro,40.42002,-3.69997,Casa entera,6,5.0,$272.00,4.57
Rental unit in Madrid · ★4.44 · 2 bedrooms · 4 beds · 2 baths,Emilio,f,Sol,Centro,40.42008,-3.70264,Casa entera,6,4.0,$221.00,4.44
Rental unit in Madrid · ★4.61 · 1 bedroom · 2 beds · 1 bath,Olala Homes,f,San Diego,Puente de Vallecas,40.397646625670674,-3.668140456851397,Casa entera,4,2.0,$117.00,4.61
Rental unit in Madrid · 2 bedrooms · 1 bed · 3.5 baths,Luxa Home,f,Castellana,Salamanca,40.43017,-3.68648,Casa entera,4,1.0,$400.00,5.0
Rental unit in Madrid · ★4.17 · 1 bedroom · 2 beds · 1 bath,Emilio,f,Embajadores,Centro,40.40997,-3.69644,Casa entera,4,2.0,$147.00,4.17
Rental unit in Madrid · ★4.33 · 1 bedroom · 1 bed · 1 bath,Emilio,f,Embajadores,Centro,40.40944,-3.69662,Casa entera,2,1.0,$111.00,4.33
Rental unit in Madrid · ★4.50 · 2 bedrooms · 3 beds · 1 bath,Viviendas Y Pisos Unicos,f,Palacio,Centro,40.40736,-3.71207,Casa entera,6,3.0,$139.00,4.5
Rental unit in Madrid · ★4.27 · 1 bedroom · 2 beds · 1 bath,Second,f,Recoletos,Salamanca,40.42188,-3.68235,Casa entera,4,2.0,$100.00,4.27
Rental unit in Madrid · 1 bedroom · 1 bed · 1 shared bath,Yoceidy Del Carmen,f,Casco Histórico de Vallecas,Villa de Vallecas,40.37321,-3.62477,Habitación privada,1,1.0,$35.00,
Rental unit in Madrid · ★4.83 · 1 bedroom · 2 beds · 1 bath,Viviendas Y Pisos Unicos,f,Palacio,Centro,40.40704,-3.71229,Casa entera,4,2.0,$113.00,4.83
Rental unit in Madrid · ★4.11 · 1 bedroom · 2 beds · 1 bath,Emilio,f,Sol,Centro,40.41874,-3.70112,Casa entera,2,2.0,$123.00,4.11
Rental unit in Madrid · ★3.40 · 2 bedrooms · 2 beds · 2 baths,Emilio,f,Palacio,Centro,40.42027,-3.71867,Casa entera,4,2.0,$135.00,3.4
Rental unit in Madrid · 1 bedroom · 1 bed · 1 bath,Ximena,f,Justicia,Centro,40.42214,-3.69921,Casa entera,1,1.0,$150.00,5.0
Rental unit in Madrid · ★4.79 · 1 bedroom · 1 bed · 1 bath,Emilio,f,Arapiles,Chamberí,40.43347,-3.70475,Casa entera,2,1.0,$121.00,4.79
Rental unit in Madrid · ★4.58 · Studio · 1 bed · 1 bath,Viviendas Y Pisos Unicos,f,Embajadores,Centro,40.40672,-3.71032,Casa entera,2,1.0,$80.00,4.58
Hostel in Madrid · ★4.79 · 1 bedroom · 1 bed · 1 private bath,Emba Room,t,Chopera,Arganzuela,40.39883,-3.70006,Habitación privada,2,1.0,$65.00,4.79
casa particular in Madrid · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,Dani,f,Argüelles,Moncloa - Aravaca,40.42448,-3.71445,Habitación privada,1,1.0,$35.00,4.86
Rental unit in Madrid · ★4.80 · 1 bedroom · 1 bed · 1 bath,Emilio,f,Universidad,Centro,40.42552,-3.70627,Casa entera,2,1.0,$91.00,4.8
Rental unit in Madrid · ★4.51 · 4 bedrooms · 4 beds · 2 baths,Villamena,f,Goya,Salamanca,40.42337,-3.67504,Casa entera,7,4.0,$302.00,4.51
Condo in Madrid · ★5.0 · 1 bedroom · 1 bed · 1 bath,Blanca,t,Castilla,Chamartín,40.46796,-3.68752,Casa entera,2,1.0,$75.00,5.0
Condo in Madrid · ★4.59 · Studio · 1 bed · 1 bath,MadreamsRent,t,Cármenes,Latina,40.40507507324219,-3.723397016525269,Casa entera,2,1.0,$57.00,4.59
Rental unit in Madrid · ★4.79 · 3 bedrooms · 3 beds · 2 baths,Villamena,f,Goya,Salamanca,40.42396,-3.67485,Casa entera,6,3.0,$272.00,4.79
Rental unit in Madrid · ★4.74 · 1 bedroom · 1 bed · 1 bath,Jorge,f,Palacio,Centro,40.42249,-3.70975,Casa entera,2,1.0,$84.00,4.74
Rental unit in Madrid · 2 bedrooms · 2 beds · 2 baths,Ukio,f,Almagro,Chamberí,40.435471809118944,-3.693563602410593,Casa entera,4,2.0,$204.00,
Rental unit in Madrid · Studio · 1 bed · 1 bath,Karolina Patricia,f,Justicia,Centro,40.42335,-3.69725,Casa entera,2,1.0,$98.00,5.0
Rental unit in Madrid · 1 bedroom · 1 bed · 1 shared bath,Alejandro,f,Moscardó,Usera,40.39226,-3.70494,Habitación privada,1,1.0,$47.00,
Rental unit in Madrid · ★4.85 · 2 bedrooms · 3 beds · 1 bath,Ana,t,Moscardó,Usera,40.38617,-3.70679,Casa entera,4,3.0,$90.00,4.85
Rental unit in Madrid · ★4.52 · 1 bedroom · 1 bed · 1.5 baths,Cristhian,f,Justicia,Centro,40.42493,-3.69482,Casa entera,3,1.0,$106.00,4.52
Rental unit in Madrid · ★4.90 · 2 bedrooms · 3 beds · 2 baths,Carmen,t,Justicia,Centro,40.42326,-3.69821,Casa entera,4,3.0,$154.00,4.9
Rental unit in Madrid · ★4.24 · 1 bedroom · 1 bed · 1 bath,Fran Y Marta,t,Justicia,Centro,40.4197,-3.69733,Casa entera,3,1.0,$92.00,4.24
Rental unit in Madrid · 1 bedroom · 1 bed · 1 shared bath,Gema,f,Palos de Moguer,Arganzuela,40.40392,-3.69228,Habitación privada,1,1.0,$20.00,5.0
Rental unit in Madrid · 1 bedroom · 1 bed · 1 bath,Gema,f,Palos de Moguer,Arganzuela,40.40454,-3.69224,Habitación privada,1,1.0,$18.00,5.0
Rental unit in Madrid · 1 bedroom · 1 bed · 1 shared bath,Gema,f,Palos de Moguer,Arganzuela,40.40554,-3.6925,Habitación privada,1,1.0,$24.00,5.0
Rental unit in Madrid · ★4.83 · 2 bedrooms · 2 beds · 2 baths,Emilio,,Universidad,Centro,40.42433,-3.70636,Casa entera,4,2.0,$242.00,4.83
Rental unit in Madrid · 1 bedroom · 1 bed · 1 shared bath,Gema,f,Palos de Moguer,Arganzuela,40.40449,-3.69444,Habitación privada,1,1.0,$25.00,5.0
Condo in Madrid · ★4.96 · 2 bedrooms · 3 beds · 2 baths,Igor,t,Cortes,Centro,40.41299,-3.69496,Casa entera,4,3.0,$174.00,4.96
Rental unit in Madrid · ★4.89 · 2 bedrooms · 2 beds · 2 baths,Emilio,,Universidad,Centro,40.42224,-3.70684,Casa entera,4,2.0,$261.00,4.89
Serviced apartment in Madrid · ★4.40 · 2 bedrooms · 2 beds · 1 bath,Benigno,f,Justicia,Centro,40.42409,-3.70046,Casa entera,3,2.0,$178.00,4.4
Rental unit in Madrid · ★4.86 · 3 bedrooms · 3 beds · 2 baths,Emilio,,Universidad,Centro,40.42271,-3.70699,Casa entera,6,3.0,$363.00,4.86
Rental unit in Madrid · 1 bedroom · 2 beds · 1 bath,"Loic, Estelle And Co",f,Justicia,Centro,40.420353,-3.697472,Casa entera,4,2.0,"$1,000.00",
Rental unit in Madrid · ★4.88 · 3 bedrooms · 3 beds · 2 baths,Emilio,,Universidad,Centro,40.42255,-3.70509,Casa entera,6,3.0,$341.00,4.88
Rental unit in Madrid · 1 bedroom · 2 beds · 1 bath,"Loic, Estelle And Co",f,Justicia,Centro,40.424118,-3.696657,Casa entera,4,2.0,"$1,000.00",
Rental unit in Madrid · 1 bedroom · 2 beds · 1 bath,"Loic, Estelle And Co",f,Universidad,Centro,40.422333,-3.706137,Casa entera,4,2.0,"$1,000.00",
Rental unit in Madrid · ★4.48 · 2 bedrooms · 3 beds · 1 bath,Leeways,f,Jerónimos,Retiro,40.41796,-3.67897,Casa entera,4,3.0,$170.00,4.48
Rental unit in Madrid · ★4.86 · 1 bedroom · 1 bed · 1 bath,Emilio,,Universidad,Centro,40.42216,-3.70648,Casa entera,2,1.0,$147.00,4.86
Rental unit in Madrid · ★4.68 · 1 bedroom · 3 beds · 1 bath,Constanza,f,Justicia,Centro,40.42238,-3.69848,Casa entera,3,3.0,$119.00,4.68
Rental unit in Madrid · ★4.61 · 2 bedrooms · 2 beds · 2 baths,Pablo,f,Cuatro Caminos,Tetuán,40.44832,-3.69957,Casa entera,6,2.0,$127.00,4.61
Condo in Madrid · ★5.0 · 1 bedroom · 1 bed · 1 bath,Miguel,f,Puerta del Angel,Latina,40.40958,-3.73037,Casa entera,2,1.0,$88.00,5.0
Rental unit in Madrid · ★4.85 · 1 bedroom · 1 bed · 1.5 shared baths,Gladys,t,Canillas,Hortaleza,40.46247863769531,-3.6474130153656006,Habitación privada,1,1.0,$24.00,4.85
Rental unit in Madrid · ★4.63 · 2 bedrooms · 2 beds · 1 bath,Emilio,,Universidad,Centro,40.42363,-3.70473,Casa entera,4,2.0,$212.00,4.63
Serviced apartment in Madrid · 1 bedroom · 1 bed · 1 bath,SmartRental,f,Justicia,Centro,40.42142,-3.70033,Casa entera,2,1.0,$159.00,
Hostel in Madrid · ★5.0 · 1 bedroom · 2 beds · 1 private bath,Norte Oviedo,f,Justicia,Centro,40.42274,-3.69667,Habitación privada,2,2.0,$250.00,5.0
Rental unit in Madrid · ★4.62 · 1 bedroom · 1 bed · 2 shared baths,Nacho,t,Justicia,Centro,40.42078,-3.69728,Habitación privada,2,1.0,$66.00,4.62
Rental unit in Madrid · ★4.50 · 3 bedrooms · 3 beds · 1 bath,Baltasar,,Cuatro Caminos,Tetuán,40.44998,-3.69939,Casa entera,6,3.0,$156.00,4.5
Condo in Madrid · ★4.72 · 1 bedroom · 1 bed · 1.5 shared baths,Efrain,f,Campamento,Latina,40.38215255737305,-3.7913410663604736,Habitación privada,2,1.0,$29.00,4.72
Rental unit in Madrid · ★3.72 · 2 bedrooms · 4 beds · 2 baths,My Mad Madrid,f,Legazpi,Arganzuela,40.38947,-3.6913,Casa entera,6,4.0,$102.00,3.72
Serviced apartment in Madrid · 1 bedroom · 2 beds · 1 bath,SmartRental,f,Universidad,Centro,40.42348,-3.7007,Casa entera,3,2.0,$169.00,4.5
Rental unit in Madrid · ★4.91 · 2 bedrooms · 3 beds · 2 baths,Fiteni,f,Trafalgar,Chamberí,40.43378,-3.70301,Casa entera,4,3.0,$245.00,4.91
Serviced apartment in Madrid · 1 bedroom · 2 beds · 1 bath,SmartRental,f,Universidad,Centro,40.42222,-3.70089,Casa entera,4,2.0,$182.00,3.5
Rental unit in Madrid · ★4.78 · 1 bedroom · 2 beds · 1 bath,Lola,f,Lista,Salamanca,40.43142066923587,-3.673827589888012,Casa entera,4,2.0,$101.00,4.78
Rental unit in Madrid · ★4.32 · 3 bedrooms · 3 beds · 3 baths,Jorge,f,Goya,Salamanca,40.42826,-3.67051,Casa entera,6,3.0,$268.00,4.32
Serviced apartment in Madrid · ★3.33 · 2 bedrooms · 3 beds · 1 bath,SmartRental,f,Justicia,Centro,40.42331,-3.69895,Casa entera,4,3.0,$197.00,3.33
Rental unit in Madrid · ★5.0 · 1 bedroom · 1 bed · 1 bath,Sandra,f,Sol,Centro,40.418976,-3.702311,Casa entera,6,1.0,$261.00,5.0
Rental unit in Madrid · ★4.0 · 3 bedrooms · 3 beds · 1 bath,Jose&Pilar,f,Gaztambide,Chamberí,40.43262,-3.71234,Casa entera,3,3.0,$85.00,4.0
Vacation home in Madrid · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,Colibri,f,Universidad,Centro,40.42275,-3.70529,Habitación privada,2,1.0,$36.00,4.8
Hostel in Madrid · ★4.33 · 1 bedroom · 2 beds · 1 private bath,Norte Oviedo,f,Justicia,Centro,40.42281,-3.69665,Habitación privada,2,2.0,$250.00,4.33
Rental unit in Madrid · ★4.57 · 1 bedroom · 2 beds · 1 bath,My Mad Madrid,f,Guindalera,Salamanca,40.438619940215766,-3.674239546944824,Casa entera,4,2.0,$73.00,4.57
Rental unit in Madrid · ★4.86 · 1 bedroom · 1 bed · 1 bath,Begoña,f,Justicia,Centro,40.42121887207031,-3.699016094207764,Casa entera,2,1.0,$135.00,4.86
Rental unit in Madrid · 1 bedroom · 1 bed · 1 shared bath,Sandra,f,Canillas,Hortaleza,40.46495,-3.63472,Habitación privada,2,1.0,$46.00,1.0
Home in Madrid · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,Adrian,t,Sol,Centro,40.41901,-3.70668,Habitación privada,2,1.0,$50.00,4.9
Rental unit in Madrid · ★4.63 · 2 bedrooms · 3 beds · 2 baths,Carolyn,f,Embajadores,Centro,40.40982,-3.70741,Casa entera,6,3.0,$160.00,4.63
Rental unit in Madrid · 1 bedroom · 1 bed · 1 shared bath,Anthony,f,Canillas,Hortaleza,40.46516,-3.63124,Habitación privada,1,1.0,$21.00,4.5
Condo in Madrid · ★4.74 · 2 bedrooms · 3 beds · 2 baths,Viviendas Y Pisos Unicos,f,Embajadores,Centro,40.40824,-3.71035,Casa entera,6,3.0,$146.00,4.74
Rental unit in Madrid · ★4.52 · 1 bedroom · 1 bed · 1 private bath,Royal,f,Palacio,Centro,40.41754,-3.7104,Habitación privada,2,1.0,$64.00,4.52
casa particular in Madrid · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,Maria Cecilia,f,Imperial,Arganzuela,40.40984,-3.71784,Habitación privada,2,1.0,$60.00,4.73
Rental unit in Madrid · ★4.31 · 1 bedroom · 2 beds · 1 bath,My Mad Madrid,f,Sol,Centro,40.41843,-3.69995,Casa entera,3,2.0,$92.00,4.31
Loft in Madrid · ★4.81 · 1 bedroom · 1 bed · 1 bath,Pablo,t,Valdefuentes,Hortaleza,40.48679405213969,-3.671704966925572,Casa entera,2,1.0,$63.00,4.81
Condo in Madrid · 1 bedroom · 1 bed · 2 shared baths,Tania & Gonzalo,f,Castillejos,Tetuán,40.45692,-3.69737,Habitación privada,1,1.0,$22.00,5.0
Rental unit in Madrid · ★4.33 · 2 bedrooms · 2 beds · 2 baths,Emilio,,Palacio,Centro,40.42018,-3.71669,Casa entera,4,2.0,$236.00,4.33
Rental unit in Madrid · ★4.15 · 1 bedroom · 1 bed · 1 bath,Esther,f,Berruguete,Tetuán,40.46001,-3.70708,Casa entera,2,1.0,$91.00,4.15
Rental unit in Madrid · ★4.64 · 1 bedroom · 1 bed · 1.5 shared baths,Roberto & Aaron,f,Embajadores,Centro,40.40887,-3.70366,Habitación privada,2,1.0,$44.00,4.64
Rental unit in Madrid · 1 bedroom · 2 beds · 1 bath,Alcam Apartments,f,Castillejos,Tetuán,40.46221,-3.69673,Casa entera,4,2.0,$112.00,4.0
Rental unit in Madrid · ★4.73 · 1 bedroom · 1 bed · 1 bath,Ruth,f,Berruguete,Tetuán,40.46038,-3.70657,Casa entera,2,1.0,$91.00,4.73
Rental unit in Madrid · ★3.80 · 2 bedrooms · 3 beds · 1 bath,Carlos,f,San Diego,Puente de Vallecas,40.39188,-3.66956,Casa entera,4,3.0,$190.00,3.8
Condo in Madrid · 1 bedroom · 1 bed · 2 shared baths,Tania & Gonzalo,f,Castillejos,Tetuán,40.45725,-3.69758,Habitación privada,1,1.0,$22.00,4.0
Rental unit in Madrid · ★4.17 · 3 bedrooms · 5 beds · 1 bath,Angelina,f,Numancia,Puente de Vallecas,40.39556921370776,-3.653423978750581,Casa entera,7,5.0,$164.00,4.17
Condo in Madrid · ★4.75 · 1 bedroom · 1 bed · 2 shared baths,Tania & Gonzalo,f,Cuatro Caminos,Tetuán,40.45533,-3.6978,Habitación privada,1,1.0,$31.00,4.75
Rental unit in Madrid · ★5.0 · 2 bedrooms · 2 beds · 2 baths,Cristina Y Eva,f,Cortes,Centro,40.41605,-3.69966,Casa entera,2,2.0,$300.00,5.0
Rental unit in Madrid · ★4.89 · 2 bedrooms · 3 beds · 1 bath,Amadeo,f,Rosas,San Blas - Canillejas,40.42231,-3.61038,Casa entera,6,3.0,$120.00,4.89
Rental unit in Madrid · ★4.70 · 1 bedroom · 3 beds · 1 bath,Pedro,f,Sol,Centro,40.41527,-3.70407,Casa entera,5,3.0,$119.00,4.7
Rental unit in Madrid · ★5.0 · 1 bedroom · 1 bed · 2 baths,Rodrigo,f,Sol,Centro,40.41916,-3.70293,Habitación privada,1,1.0,$60.00,5.0
Rental unit in Madrid · ★4.0 · 1 bedroom · 1 bed · 1 shared bath,Joe,f,Embajadores,Centro,40.41097,-3.69898,Habitación privada,2,1.0,$35.00,4.0
Rental unit in Madrid · ★4.60 · 2 bedrooms · 3 beds · 2 baths,Miguel,f,Castellana,Salamanca,40.43241,-3.67976,Casa entera,4,3.0,$210.00,4.6
Condo in Madrid · ★4.76 · 1 bedroom · 1 bed · 1 bath,Emiliano Javier,f,Palos de Moguer,Arganzuela,40.4037,-3.70132,Casa entera,2,1.0,$77.00,4.76
Rental unit in Madrid · ★4.35 · 2 bedrooms · 4 beds · 2 baths,MIT House,f,Comillas,Carabanchel,40.39484,-3.71029,Casa entera,6,4.0,$161.00,4.35
Rental unit in Madrid · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,Vanessa,f,Los Rosales,Villaverde,40.35171,-3.68653,Habitación privada,1,1.0,$21.00,4.89
Rental unit in Madrid · ★4.74 · 2 bedrooms · 4 beds · 2 baths,MIT House,f,Comillas,Carabanchel,40.3949,-3.7109,Casa entera,6,4.0,$161.00,4.74
Rental unit in Madrid · ★4.62 · 2 bedrooms · 4 beds · 2 baths,MIT House,f,Comillas,Carabanchel,40.39473,-3.71166,Casa entera,6,4.0,$148.00,4.62
Hostel in Madrid · ★4.79 · 1 bedroom · 1 bed · 1 private bath,Emba Room,t,Chopera,Arganzuela,40.39934,-3.69882,Habitación privada,2,1.0,$63.00,4.79
Rental unit in Madrid · ★4.82 · 2 bedrooms · 4 beds · 2 baths,MIT House,f,Comillas,Carabanchel,40.39491,-3.71208,Casa entera,6,4.0,$143.00,4.82
Hostel in Madrid · ★4.84 · 1 bedroom · 1 bed · 1 private bath,Emba Room,t,Chopera,Arganzuela,40.39888,-3.70028,Habitación privada,2,1.0,$63.00,4.84
Condo in Madrid · ★4.73 · 1 bedroom · 1 bed · 1 private bath,Celia,t,Fontarrón,Moratalaz,40.40032,-3.64126,Habitación privada,1,1.0,$34.00,4.73
Rental unit in Madrid · ★4.67 · 1 bedroom · 1 bed · 2 shared baths,Diogo,f,Universidad,Centro,40.42582,-3.70162,Habitación privada,1,1.0,$47.00,4.67
Rental unit in Madrid · ★4.98 · 1 bedroom · 1 bed · 1.5 baths,Guillermo,t,Acacias,Arganzuela,40.40044,-3.70107,Habitación privada,2,1.0,$75.00,4.98
Rental unit in Madrid · ★4.80 · 1 bedroom · 1 bed · 1.5 baths,Alberto,t,Justicia,Centro,40.42264,-3.70052,Casa entera,2,1.0,$94.00,4.8
Rental unit in Madrid · ★4.77 · 4 bedrooms · 6 beds · 3 baths,Israel,t,Palacio,Centro,40.41837,-3.70857,Casa entera,7,6.0,$324.00,4.77
Rental unit in Madrid · 1 bedroom · 1 bed · 1 bath,Roomspace,f,Recoletos,Salamanca,40.42565,-3.6825,Casa entera,2,1.0,$176.00,
Rental unit in Madrid · ★5.0 · 1 bedroom · 1 bed · 1 private bath,Maurizio,,Lista,Salamanca,40.42914,-3.67447,Habitación privada,2,1.0,$90.00,5.0
Vacation home in Madrid · ★4.68 · 2 bedrooms · 3 beds · 1 bath,Raquel,f,Sol,Centro,40.41687,-3.70409,Casa entera,6,3.0,$149.00,4.68
Rental unit in Madrid · 1 bedroom · 1 bed · 1 shared bath,Jesús,f,Vallehermoso,Chamberí,40.44076,-3.71246,Habitación privada,2,1.0,$55.00,
Rental unit in Madrid · 2 bedrooms · 2 beds · 2 baths,Roomspace,f,El Viso,Chamartín,40.4479,-3.68931,Casa entera,4,2.0,$221.00,5.0
Rental unit in Madrid · ★4.80 · 1 bedroom · 3 beds · 1 bath,Ana Isabel,t,San Pascual,Ciudad Lineal,40.43725,-3.65699,Casa entera,4,3.0,$109.00,4.8
Rental unit in Madrid · ★4.73 · 1 bedroom · 1 bed · 1 bath,Manuel,t,Universidad,Centro,40.4218,-3.7018,Casa entera,2,1.0,$115.00,4.73
Rental unit in Madrid · ★4.71 · Studio · 1 bed · 1 bath,Christian,f,Embajadores,Centro,40.40907,-3.70094,Casa entera,1,1.0,$45.00,4.71
Rental unit in Madrid · ★4.83 · 1 bedroom · 2 beds · 1 bath,Alberto,t,Valverde,Fuencarral - El Pardo,40.48637771606445,-3.690110921859741,Casa entera,4,2.0,$77.00,4.83
Rental unit in Madrid · ★4.90 · 1 bedroom · 2 beds · 1 bath,Luis,t,Palos de Moguer,Arganzuela,40.400883,-3.692872,Casa entera,4,2.0,$75.00,4.9
Loft in Madrid · ★4.79 · 1 bedroom · 2 beds · 1 bath,Joaquín,t,Pueblo Nuevo,Ciudad Lineal,40.42706,-3.64183,Casa entera,4,2.0,$85.00,4.79
