name,host_name,host_is_superhost,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,room_type,accommodates,beds,price,review_scores_rating
Rental unit in Madrid · ★4.58 · 1 bedroom · 1 bed · 1 private bath,Jorge,,Universidad,Centro,40.42236,-3.70158,Habitación privada,2,1.0,$36.00,4.58
Rental unit in Madrid · ★4.86 · Studio · 2 beds · 1 bath,Wave Autumn Vine,t,Universidad,Centro,40.42242,-3.7011,Casa entera,3,2.0,$99.00,4.86
Rental unit in Madrid · 3 bedrooms · 5 beds · 2 baths,Will,f,Cortes,Centro,40.41795,-3.69842,Casa entera,8,5.0,$140.00,
Rental unit in Madrid · ★4.50 · 1 bedroom · 2 beds · 1 private bath,Andrea,f,Jerónimos,Retiro,40.41815,-3.6896,Habitación privada,2,2.0,$88.00,4.5
Condo in Madrid · ★4.77 · 2 bedrooms · 3 beds · 1 bath,Mozart,f,Casco Histórico de Vallecas,Villa de Vallecas,40.35688,-3.5923,Casa entera,5,3.0,$90.00,4.77
Rental unit in Madrid · ★4.33 · 1 bedroom · 1 bed · 1 private bath,Andrea,f,Jerónimos,Retiro,40.41634,-3.69106,Habitación privada,2,1.0,$88.00,4.33
Rental unit in Madrid · 1 bedroom · 1 bed · 1 bath,Julie,f,Palacio,Centro,40.40876,-3.7109,Casa entera,3,1.0,$60.00,
Rental unit in Madrid · 1 bedroom · 1 bed · 1 bath,Jo,f,Universidad,Centro,40.42298,-3.70352,Casa entera,2,1.0,$45.00,
Rental unit in Madrid · 1 bedroom · 2 beds · 1 bath,Manuel,f,Gaztambide,Chamberí,40.43158,-3.71275,Casa entera,2,2.0,$90.00,
Rental unit in Madrid · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,José,t,Moscardó,Usera,40.38738,-3.701,Habitación privada,2,1.0,$20.00,4.9
Rental unit in Madrid · ★4.75 · 2 bedrooms · 3 beds · 1 bath,Natalia,f,Legazpi,Arganzuela,40.3911,-3.69304,Casa entera,4,3.0,$85.00,4.75
Rental unit in Madrid · ★4.73 · 1 bedroom · 1 bed · 1 bath,Jorge,f,Cuatro Caminos,Tetuán,40.45443,-3.69191,Casa entera,3,1.0,$124.00,4.73
Loft in Madrid · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,Jorge,f,Palos de Moguer,Arganzuela,40.40652,-3.69359,Habitación privada,2,1.0,$50.00,4.82
Rental unit in Madrid · ★4.57 · 1 bedroom · 1 bed · 1 bath,Barbara,f,Almagro,Chamberí,40.431122,-3.694021,Casa entera,2,1.0,$200.00,4.57
Rental unit in Madrid · ★4.72 · 1 bedroom · 1 bed · 1 shared bath,Robert,t,Guindalera,Salamanca,40.4411,-3.66388,Habitación privada,1,1.0,$28.00,4.72
Loft in Madrid · ★4.72 · 1 bedroom · 3 beds · 1 bath,Luisjo,f,Palacio,Centro,40.41439,-3.70944,Casa entera,5,3.0,$103.00,4.72
Rental unit in Madrid · 1 bedroom · 1 bed · 1 shared bath,Jorge,f,Campamento,Latina,40.39294,-3.77455,Habitación privada,2,1.0,$24.00,5.0
Rental unit in Madrid · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Paola,t,Simancas,San Blas - Canillejas,40.42847,-3.62638,Habitación privada,1,1.0,$25.00,5.0
Loft in Madrid · ★4.57 · 1 bedroom · 2 beds · 1 bath,Luisjo,f,Sol,Centro,40.41408,-3.70689,Casa entera,4,2.0,$98.00,4.57
Rental unit in Madrid · ★4.25 · Studio · 1 bed · 1 bath,Antonio,f,Universidad,Centro,40.42578,-3.7042,Casa entera,2,1.0,$46.00,4.25
Rental unit in Madrid · ★4.70 · 2 bedrooms · 4 beds · 2 baths,Mattia,f,Palacio,Centro,40.41282,-3.71014,Casa entera,9,4.0,$149.00,4.7
Rental unit in Madrid · ★4.44 · 1 bedroom · 2 beds · 1 bath,Luis,f,Palacio,Centro,40.41633,-3.70873,Casa entera,4,2.0,$62.00,4.44
Rental unit in Madrid · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,Cristián,t,Comillas,Carabanchel,40.39461,-3.71458,Habitación compartida,2,1.0,$25.00,4.92
Rental unit in Madrid · 1 bedroom · 1 bed · 0 baths,Carmen,f,Sol,Centro,40.41706,-3.70499,Habitación privada,1,1.0,$200.00,
Rental unit in Madrid · 1 bedroom · 2 beds · 1 bath,Elí,f,Palacio,Centro,40.41224,-3.71296,Casa entera,3,2.0,$45.00,5.0
Rental unit in Madrid · Studio · 1 bed · 1 private bath,Sandra,f,Peñagrande,Fuencarral - El Pardo,40.48032,-3.71766,Habitación privada,2,1.0,$15.00,
Rental unit in Madrid · ★4.54 · 1 bedroom · 1 bed · 1 private bath,Jorge,,Justicia,Centro,40.42411,-3.70008,Habitación privada,2,1.0,$36.00,4.54
Home in Madrid · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,Luis,f,Palos de Moguer,Arganzuela,40.40192,-3.69868,Habitación privada,1,1.0,$25.00,4.93
Rental unit in Madrid · 1 bedroom · 1 bed · 1 bath,Juan Jesus,f,Universidad,Centro,40.42446,-3.70938,Casa entera,2,1.0,$10.00,5.0
Rental unit in Madrid · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,José,t,Moscardó,Usera,40.38908,-3.70309,Habitación privada,1,1.0,$20.00,4.87
Rental unit in Madrid · ★4.80 · 2 bedrooms · 4 beds · 1 bath,Susana,f,Aguilas,Latina,40.37739,-3.7824,Casa entera,4,4.0,$50.00,4.8
Rental unit in Madrid · ★4.58 · 4 bedrooms · 5 beds · 3 baths,Luxury Rentals Madrid,f,Recoletos,Salamanca,40.42123,-3.68525,Casa entera,7,5.0,$618.00,4.58
Rental unit in Madrid · ★4.86 · 2 bedrooms · 2 beds · 1 bath,Carlos,f,Justicia,Centro,40.42133,-3.69886,Casa entera,6,2.0,$100.00,4.86
Rental unit in Madrid · ★4.62 · 2 bedrooms · 4 beds · 2 baths,Nacho,,Goya,Salamanca,40.42671,-3.67754,Casa entera,5,4.0,$109.00,4.62
Home in Madrid · 1 bedroom · 1 bed · 1 shared bath,Carlos,f,Palos de Moguer,Arganzuela,40.40142,-3.69435,Habitación privada,2,1.0,$16.00,
Rental unit in Madrid · ★4.56 · 1 bedroom · 1 bed · 1 private bath,Amazinn Places,f,Justicia,Centro,40.42298,-3.69981,Habitación privada,2,1.0,$36.00,4.56
Rental unit in Madrid · ★4.65 · 2 bedrooms · 3 beds · 2 baths,Tarek,f,Embajadores,Centro,40.41144,-3.70549,Casa entera,4,3.0,$147.00,4.65
Rental unit in Madrid · ★4.19 · 1 bedroom · 2 beds · 1 bath,Diana,f,Justicia,Centro,40.42598,-3.69738,Casa entera,3,2.0,$95.00,4.19
Rental unit in Madrid · ★4.51 · 1 bedroom · 2 beds · 1 private bath,Amazinn Places,f,Justicia,Centro,40.42449,-3.70045,Habitación privada,4,2.0,$45.00,4.51
Rental unit in Madrid · ★4.55 · 3 bedrooms · 3 beds · 2 baths,Tarek,f,Embajadores,Centro,40.41292,-3.70499,Casa entera,6,3.0,$197.00,4.55
Guest suite in Madrid · 1 bedroom · 1 bed · 1 shared bath,Carlota,f,Embajadores,Centro,40.4065,-3.70123,Habitación privada,1,1.0,$43.00,
Rental unit in Madrid · ★4.65 · 2 bedrooms · 2 beds · 1 bath,Catalina Y Alfonso,f,Fuente del Berro,Salamanca,40.42888,-3.66426,Casa entera,4,2.0,$101.00,4.65
Rental unit in Madrid · ★4.86 · 1 bedroom · 1 bed · 1 bath,Apartamentos Ifema S.L.,f,Pinar del Rey,Hortaleza,40.4793,-3.64555,Casa entera,3,1.0,$123.00,4.86
Home in Madrid · 1 bedroom · 1 bed · 1 shared bath,Jesus,f,Goya,Salamanca,40.42546,-3.6709,Habitación privada,1,1.0,$30.00,
Condo in Madrid · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,Kelley,t,Ciudad Jardín,Chamartín,40.44688,-3.67559,Habitación privada,1,1.0,$44.00,4.97
Rental unit in Madrid · ★4.67 · 4 bedrooms · 2 beds · 2 shared baths,Mayte,f,San Fermín,Usera,40.36983,-3.69032,Habitación privada,1,2.0,$61.00,4.67
Rental unit in Madrid · 3 bedrooms · 4 beds · 2 baths,Mª Teresa,f,Cortes,Centro,40.41298,-3.69668,Casa entera,8,4.0,$164.00,
Rental unit in Madrid · ★5.0 · 1 bedroom · 1 bed · 1 bath,Nuria,t,Sol,Centro,40.41755,-3.70009,Casa entera,2,1.0,$202.00,5.0
Rental unit in Madrid · ★4.67 · 4 bedrooms · 3 beds · 2 shared baths,Mayte,f,San Fermín,Usera,40.36803,-3.68992,Habitación privada,1,3.0,$61.00,4.67
Rental unit in Madrid · ★4.86 · 1 bedroom · 1 bed · 1 bath,Ana,f,Embajadores,Centro,40.41052,-3.69798,Casa entera,2,1.0,$120.00,4.86
Rental unit in Madrid · ★4.35 · 1 bedroom · 2 beds · 1 bath,Miguel Y Tati,f,Embajadores,Centro,40.40957,-3.70604,Casa entera,4,2.0,$84.00,4.35
Rental unit in Madrid · 1 bedroom · 1 bed · 1 bath,Pilar,f,Delicias,Arganzuela,40.39883,-3.68679,Casa entera,2,1.0,$90.00,5.0
Rental unit in Madrid · ★4.0 · 1 bedroom · 1 bed · 1 shared bath,Marco,f,Arapiles,Chamberí,40.43661,-3.71056,Habitación privada,2,1.0,$27.00,4.0
Rental unit in Madrid · ★4.74 · 1 bedroom · 2 beds · 1 bath,Juan,f,Castillejos,Tetuán,40.46167,-3.69523,Casa entera,4,2.0,$400.00,4.74
Rental unit in Madrid · Studio · 1 bed · 1 bath,Joan,f,Justicia,Centro,40.4226,-3.69907,Casa entera,2,1.0,$60.00,
Condo in Madrid · ★4.82 · 2 bedrooms · 3 beds · 1 bath,Ricardo,t,Embajadores,Centro,40.40957,-3.70566,Casa entera,6,3.0,$78.00,4.82
Rental unit in Madrid · ★4.71 · 1 bedroom · 1 bed · 1 bath,José,f,Justicia,Centro,40.42661,-3.70132,Casa entera,2,1.0,$150.00,4.71
Rental unit in Madrid · ★4.74 · 3 bedrooms · 8 beds · 2 baths,Flavia,t,Justicia,Centro,40.41985,-3.69938,Casa entera,12,8.0,$157.00,4.74
Rental unit in Madrid · ★4.88 · 1 bedroom · 2 beds · 1.5 baths,Javier,f,Valverde,Fuencarral - El Pardo,40.48592,-3.68542,Casa entera,4,2.0,$62.00,4.88
Rental unit in Madrid · ★4.87 · 7 bedrooms · 17 beds · 5 baths,Flavia Y Mario,f,Justicia,Centro,40.41933,-3.6978,Casa entera,16,17.0,$732.00,4.87
Rental unit in Madrid · Studio · 2 beds · 1 bath,Álvaro,f,Embajadores,Centro,40.41242,-3.70735,Casa entera,3,2.0,$35.00,
Rental unit in Madrid · Studio · 1 bed · 1 private bath,Carlos,f,Almagro,Chamberí,40.4304,-3.69396,Habitación privada,2,1.0,$50.00,5.0
Rental unit in Madrid · ★4.69 · 2 bedrooms · 4 beds · 1 bath,Fabiana,f,Embajadores,Centro,40.40947,-3.70845,Casa entera,4,4.0,$140.00,4.69
Rental unit in Madrid · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Christian,f,Vista Alegre,Carabanchel,40.38912,-3.74343,Habitación privada,2,1.0,$28.00,5.0
Rental unit in Madrid · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Jhon,f,Guindalera,Salamanca,40.4353,-3.67222,Habitación compartida,1,1.0,$19.00,5.0
Rental unit in Madrid · ★4.72 · 2 bedrooms · 2 beds · 1 bath,Luxury Rentals Madrid,f,Recoletos,Salamanca,40.42487,-3.68489,Casa entera,4,2.0,$275.00,4.72
Rental unit in Madrid · ★4.93 · 1 bedroom · 2 beds · 1 bath,Esteban,t,Palacio,Centro,40.41369,-3.7128,Casa entera,4,2.0,$121.00,4.93
Hotel in Madrid · ★3.33 · 1 bedroom · 2 beds · 1 shared bath,Yong,f,Almendrales,Usera,40.38588,-3.70401,Habitación privada,2,2.0,$65.00,3.33
Rental unit in Madrid · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Ángel Manuel,f,Pueblo Nuevo,Ciudad Lineal,40.42384,-3.63414,Habitación privada,2,1.0,$15.00,5.0
Rental unit in Madrid · ★4.48 · 1 bedroom · 2 beds · 1 bath,Irene,f,Universidad,Centro,40.42089,-3.70375,Casa entera,3,2.0,$93.00,4.48
Rental unit in Madrid · ★4.96 · 3 bedrooms · 6 beds · 2 baths,Vin,f,Justicia,Centro,40.42572,-3.69581,Casa entera,6,6.0,$357.00,4.96
Rental unit in Madrid · ★4.90 · Studio · 2 beds · 1 bath,Luisa,t,Recoletos,Salamanca,40.42266,-3.68182,Casa entera,1,2.0,$95.00,4.9
Rental unit in Madrid · ★4.48 · 1 bedroom · 1 bed · 1 shared bath,Estela,f,Niño Jesús,Retiro,40.41544,-3.67574,Habitación privada,2,1.0,$47.00,4.48
Rental unit in Madrid · 3 bedrooms · 3 beds · 2 baths,Bruno,f,Guindalera,Salamanca,40.43405,-3.6686,Casa entera,4,3.0,$150.00,
Rental unit in Madrid · ★4.71 · 5 bedrooms · 6 beds · 5 baths,Tato,f,Sol,Centro,40.41425,-3.70412,Casa entera,10,6.0,$264.00,4.71
Rental unit in Madrid · ★4.40 · 1 bedroom · 3 beds · 2 baths,Funway Academic Resort,f,Trafalgar,Chamberí,40.43258,-3.70213,Habitación privada,4,3.0,$120.00,4.4
Rental unit in Madrid · ★4.83 · 1 bedroom · 3 beds · 1.5 baths,María,t,Embajadores,Centro,40.40619,-3.7046,Casa entera,5,3.0,$141.00,4.83
Rental unit in Madrid · ★4.83 · 1 bedroom · 2 beds · 1 bath,Víctor,t,Universidad,Centro,40.426,-3.70809,Casa entera,4,2.0,$90.00,4.83
Rental unit in Madrid · ★4.57 · 2 bedrooms · 3 beds · 1 bath,Paula,f,Palacio,Centro,40.41256,-3.71632,Casa entera,4,3.0,$100.00,4.57
Rental unit in Madrid · ★4.90 · 2 bedrooms · 2 beds · 2 baths,Álvaro,t,Palacio,Centro,40.41183,-3.71045,Casa entera,6,2.0,$157.00,4.9
Rental unit in Madrid · ★4.34 · Studio · 1 bath,Lucia,f,Pueblo Nuevo,Ciudad Lineal,40.42864,-3.64402,Casa entera,4,,$76.00,4.34
Rental unit in Madrid · ★4.76 · 2 bedrooms · 2 beds · 1.5 baths,Javier,f,Justicia,Centro,40.41979,-3.69931,Casa entera,4,2.0,$191.00,4.76
Rental unit in Madrid · ★4.86 · 8 bedrooms · 9 beds · 4 baths,Emilio,t,Embajadores,Centro,40.40968,-3.70805,Casa entera,16,9.0,$471.00,4.86
Rental unit in Madrid · Studio · 2 beds · 1 bath,Diego,f,Castellana,Salamanca,40.43417,-3.68395,Casa entera,3,2.0,$45.00,0.0
Rental unit in Madrid · ★4.82 · 3 bedrooms · 4 beds · 3 baths,C. B.  Zugaza,t,Palacio,Centro,40.41222,-3.70966,Casa entera,6,4.0,$221.00,4.82
Rental unit in Madrid · ★5.0 · 1 bedroom · 1 bed · 1 private bath,Marisa,f,Universidad,Centro,40.42262,-3.70451,Habitación privada,2,1.0,$70.00,5.0
Rental unit in Madrid · ★4.60 · 1 bedroom · 2 beds · 1 bath,Yolanda,f,Embajadores,Centro,40.41217,-3.69883,Casa entera,3,2.0,$80.00,4.6
Loft in Madrid · ★5.0 · 1 bedroom · 1 bed · 1 bath,Javier,t,Guindalera,Salamanca,40.43386,-3.66744,Casa entera,2,1.0,$113.00,5.0
Serviced apartment in Madrid · ★4.81 · 1 bedroom · 1 bed · 1 bath,Jose Manuel,f,Justicia,Centro,40.42322,-3.70045,Casa entera,2,1.0,$279.00,4.81
Rental unit in Madrid · 3 bedrooms · 4 beds · 1 bath,Javier,f,Vallehermoso,Chamberí,40.43992,-3.70854,Casa entera,5,4.0,$95.00,1.0
Townhouse in Madrid · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,Fernando,f,San Isidro,Carabanchel,40.39312,-3.72603,Habitación privada,1,1.0,$48.00,4.89
Rental unit in Madrid · ★4.88 · 1 bedroom · 1 bed · 1 bath,Javier,,Embajadores,Centro,40.41095,-3.70214,Casa entera,3,1.0,$148.00,4.88
Rental unit in Madrid · ★4.89 · 1 bedroom · 1 bed · 1 bath,Ana & Ricardo,f,Embajadores,Centro,40.41164,-3.70418,Casa entera,3,1.0,$120.00,4.89
Rental unit in Madrid · ★4.96 · 1 bedroom · 1 private bath,Ana,t,Lista,Salamanca,40.42973,-3.67274,Habitación privada,2,,$49.00,4.96
Rental unit in Madrid · ★4.64 · 3 bedrooms · 7 beds · 2 baths,Flavia Y Mario,f,Justicia,Centro,40.42045,-3.69862,Casa entera,13,7.0,$298.00,4.64
Rental unit in Madrid · ★4.63 · 1 bedroom · 2 beds · 1 bath,Reyes,t,Jerónimos,Retiro,40.41394,-3.68974,Casa entera,4,2.0,$171.00,4.63
Rental unit in Madrid · ★4.80 · 1 bedroom · 3 beds · 1 private bath,Funway Academic Resort,f,Trafalgar,Chamberí,40.43258,-3.70213,Habitación privada,4,3.0,$88.00,4.8
Rental unit in Madrid · 1 bedroom · 2 beds · 1.5 shared baths,Funway Academic Resort,f,Trafalgar,Chamberí,40.43258,-3.70213,Habitación privada,4,2.0,$90.00,4.5
Rental unit in Madrid · ★4.0 · 1 bedroom · 2 beds · 1 bath,Juan Y Bea,f,Pinar del Rey,Hortaleza,40.4724865,-3.6345632,Casa entera,4,2.0,$164.00,4.0
Rental unit in Madrid · ★4.72 · 1 bedroom · 2 beds · 1 bath,Jesús,f,Puerta del Angel,Latina,40.40913,-3.73282,Casa entera,4,2.0,$83.00,4.72
Chalet in Madrid · ★4.88 · 1 bedroom · 1 bed · 1 private bath,Consuelo,f,Piovera,Hortaleza,40.45584,-3.6477,Habitación privada,1,1.0,$48.00,4.88
Rental unit in Madrid · ★4.94 · 1 bedroom · 1 bed · 1 private bath,Adela,t,Puerta del Angel,Latina,40.41263,-3.72378,Habitación privada,1,1.0,$42.00,4.94
Rental unit in Madrid · ★4.73 · 3 bedrooms · 3 beds · 1 bath,Jorge Enrique,f,Universidad,Centro,40.42481,-3.70132,Casa entera,7,3.0,$399.00,4.73
Rental unit in Madrid · 3 bedrooms · 3 beds · 1 private bath,Marc,f,Almenara,Tetuán,40.47264,-3.69508,Habitación privada,4,3.0,$150.00,
Rental unit in Madrid · 1 bedroom · 2 beds · 1 private bath,Funway Academic Resort,f,Trafalgar,Chamberí,40.43258,-3.70213,Habitación privada,2,2.0,$70.00,3.0
Rental unit in Madrid · ★4.82 · 3 bedrooms · 4 beds · 2 baths,Raul,t,Palacio,Centro,40.41182,-3.70997,Casa entera,8,4.0,$238.00,4.82
Rental unit in Madrid · ★4.35 · 1 bedroom · 1 bed · 1 shared bath,Rodrigo  Bedoya,f,Trafalgar,Chamberí,40.43334,-3.70317,Habitación privada,2,1.0,$20.00,4.35
Rental unit in Madrid · ★4.72 · 1 bedroom · 1 bed · 1.5 shared baths,Lourdes,t,Canillejas,San Blas - Canillejas,40.44694,-3.60852,Habitación privada,2,1.0,$25.00,4.72
Rental unit in Madrid · ★4.52 · 1 bedroom · 1 bed · 1 bath,Diego,f,Palacio,Centro,40.40937,-3.71201,Casa entera,2,1.0,$77.00,4.52
Rental unit in Madrid · ★4.59 · 1 bedroom · 1 bed · 1 private bath,Jorge,,Justicia,Centro,40.42272,-3.69984,Habitación privada,2,1.0,$36.00,4.59
Home in Madrid · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,M Angeles,f,Palomeras Bajas,Puente de Vallecas,40.38392639160156,-3.663383007049561,Habitación privada,1,1.0,$70.00,4.93
Guest suite in Madrid · ★4.64 · Studio · 1 bed · 1 bath,Patricia,f,Bellas Vistas,Tetuán,40.45724,-3.71042,Casa entera,4,1.0,$50.00,4.64
Rental unit in Madrid · ★4.84 · 2 bedrooms · 4 beds · 1 bath,Nati,f,Niño Jesús,Retiro,40.41523,-3.66957,Casa entera,5,4.0,$78.00,4.84
Rental unit in Madrid · ★4.64 · 1 bedroom · 1 bed · 1 private bath,Jorge,,Universidad,Centro,40.42246,-3.70144,Habitación privada,2,1.0,$36.00,4.64
Rental unit in Madrid · ★4.54 · 1 bedroom · 1 bed · 1 private bath,Jorge,,Justicia,Centro,40.42309,-3.69997,Habitación privada,2,1.0,$36.00,4.54
Rental unit in Madrid · ★4.68 · 1 bedroom · 2 beds · 1 bath,Jose,f,Universidad,Centro,40.42656,-3.70367,Casa entera,3,2.0,$88.00,4.68
Rental unit in Madrid · ★4.72 · 1 bedroom · 1 bed · 1 bath,Mahdrid Apartments,f,Sol,Centro,40.41621,-3.70855,Casa entera,2,1.0,$70.00,4.72
Rental unit in Madrid · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,Gabriel,f,Universidad,Centro,40.42499,-3.70471,Habitación privada,2,1.0,$40.00,4.79
Rental unit in Madrid · 2 bedrooms · 1 bed · 1 private bath,Hayan,f,Sol,Centro,40.4159,-3.70531,Habitación privada,2,1.0,$45.00,5.0
Rental unit in Madrid · ★4.75 · 3 bedrooms · 4 beds · 2 baths,Nadav,f,Universidad,Centro,40.42176,-3.70657,Casa entera,7,4.0,$291.00,4.75
Rental unit in Madrid · ★4.71 · 1 bedroom · 3 beds · 1 bath,Eliana NOAAN,t,Cuatro Caminos,Tetuán,40.45066,-3.70307,Casa entera,4,3.0,$73.00,4.71
Rental unit in Madrid · ★4.71 · 3 bedrooms · 3 beds · 2 baths,Isabel,f,Bellas Vistas,Tetuán,40.45115,-3.70635,Casa entera,5,3.0,$103.00,4.71
Rental unit in Madrid · ★4.78 · 1 bedroom · 2 beds · 1 bath,Eliana NOAAN,t,Bellas Vistas,Tetuán,40.45052,-3.70437,Casa entera,4,2.0,$67.00,4.78
Rental unit in Madrid · ★4.79 · Studio · 1 bed · 1 bath,Eliana NOAAN,t,Cuatro Caminos,Tetuán,40.44888,-3.70309,Casa entera,2,1.0,$60.00,4.79
Rental unit in Madrid · ★4.59 · 2 bedrooms · 3 beds · 1 bath,Nelson,,Sol,Centro,40.41777,-3.70655,Casa entera,6,3.0,$177.00,4.59
Rental unit in Madrid · ★4.14 · 2 bedrooms · 3 beds · 1 bath,Juan Y Bea,f,Fuente del Berro,Salamanca,40.42108,-3.66412,Casa entera,6,3.0,$201.00,4.14
Rental unit in Madrid · ★4.40 · 1 bedroom · 1 bed · 2 shared baths,Funway Academic Resort,f,Trafalgar,Chamberí,40.43258,-3.70213,Habitación compartida,1,1.0,$27.00,4.4
Rental unit in Madrid · ★4.76 · 2 bedrooms · 4 beds · 2 baths,Proarquinsa,f,Acacias,Arganzuela,40.40536,-3.70639,Casa entera,6,4.0,$100.00,4.76
Rental unit in Madrid · 1 bedroom · 1 bed · 1 shared bath,Damian,f,Hispanoamérica,Chamartín,40.45681,-3.6826,Habitación privada,1,1.0,$200.00,4.0
Rental unit in Madrid · ★4.68 · 1 bedroom · 1 bed · 1 bath,Jesús,f,Puerta del Angel,Latina,40.40917,-3.73276,Casa entera,4,1.0,$84.00,4.68
Rental unit in Madrid · 1 bedroom · 1 bed · 1 bath,Tomás,f,Cortes,Centro,40.41133,-3.69547,Casa entera,2,1.0,$70.00,5.0
Rental unit in Madrid · ★4.78 · 2 bedrooms · 3 beds · 1 bath,Ana & Ricardo,f,Cortes,Centro,40.41613,-3.69753,Casa entera,4,3.0,$152.00,4.78
Rental unit in Madrid · ★4.96 · 2 bedrooms · 3 beds · 1 bath,María Teresa,f,Cármenes,Latina,40.40105,-3.74198,Casa entera,4,3.0,$79.00,4.96
Loft in Madrid · ★4.37 · 1 bedroom · 3 beds · 1 bath,Tristan Ignacio,f,Almagro,Chamberí,40.43383,-3.69425,Casa entera,4,3.0,$80.00,4.37
Rental unit in Madrid · ★4.90 · 2 bedrooms · 3 beds · 2 baths,Carlos,t,Palacio,Centro,40.41125,-3.71046,Casa entera,4,3.0,$133.00,4.9
Rental unit in Madrid · ★4.56 · 1 bedroom · 1 bed · 1 shared bath,Maria,f,Castellana,Salamanca,40.43558,-3.68392,Habitación privada,1,1.0,$25.00,4.56
Rental unit in Madrid · ★4.35 · 1 bedroom · 2 beds · 1 bath,Solfai,f,Embajadores,Centro,40.405418,-3.701753,Casa entera,3,2.0,$90.00,4.35
Rental unit in Madrid · ★4.32 · 1 bedroom · 2 beds · 1 bath,Solfai,f,Embajadores,Centro,40.405708,-3.701652,Casa entera,3,2.0,$86.00,4.32
Rental unit in Madrid · ★4.99 · 1 bedroom · 1 bed · 1 bath,Pizzi,t,Universidad,Centro,40.42492,-3.71064,Casa entera,2,1.0,$83.00,4.99
Rental unit in Madrid · ★4.58 · 2 bedrooms · 2 beds · 1.5 baths,Xiana,f,Palacio,Centro,40.42187,-3.71084,Casa entera,4,2.0,$90.00,4.58
Rental unit in Madrid · ★4.57 · 2 bedrooms · 3 beds · 2 baths,Ana,t,Delicias,Arganzuela,40.39576,-3.69434,Casa entera,4,3.0,$120.00,4.57
Rental unit in Madrid · Studio · 1 bed · 1 private bath,Isra,f,Castillejos,Tetuán,40.46453,-3.6922,Habitación privada,2,1.0,$40.00,
Rental unit in Madrid · ★4.98 · 1 bedroom · 2 beds · 1 bath,Daniel,f,Palacio,Centro,40.41977,-3.71062,Casa entera,4,2.0,$148.00,4.98
Rental unit in Madrid · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,Mercedes,t,Casa de Campo,Moncloa - Aravaca,40.42313,-3.72759,Habitación privada,1,1.0,$29.00,4.97
Rental unit in Madrid · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,Lola,t,Embajadores,Centro,40.40994,-3.70244,Habitación privada,1,1.0,$28.00,4.86
Rental unit in Madrid · ★4.56 · 2 bedrooms · 4 beds · 1 bath,Mad About You,f,Sol,Centro,40.41836,-3.70213,Casa entera,5,4.0,$115.00,4.56
Rental unit in Madrid · Studio · 1 bed · 1 bath,Maria Jesus,f,Justicia,Centro,40.42001,-3.70104,Casa entera,2,1.0,$42.00,5.0
Rental unit in Madrid · ★4.50 · 1 bedroom · 1 bed · 1 bath,Carlos,f,Goya,Salamanca,40.42181,-3.67649,Casa entera,2,1.0,$50.00,4.5
Rental unit in Madrid · ★4.0 · 1 bedroom · 3 beds · 1 bath,Apartamentos Torr,f,Prosperidad,Chamartín,40.444035565385065,-3.673596278372952,Casa entera,4,3.0,$92.00,4.0
Rental unit in Madrid · ★4.64 · 1 bedroom · 2 beds · 1 bath,Carlos,f,Palacio,Centro,40.41625,-3.7102,Casa entera,4,2.0,$152.00,4.64
Rental unit in Madrid · ★4.91 · 2 bedrooms · 2 beds · 2 baths,Álvaro,t,Palacio,Centro,40.41128,-3.71082,Casa entera,6,2.0,$155.00,4.91
Rental unit in Madrid · ★4.79 · 1 bedroom · 3 beds · 2 shared baths,Flavia,t,Justicia,Centro,40.41985,-3.69938,Habitación privada,3,3.0,$39.00,4.79
